frame,dist,pred_name,gt_label,pred_x,pred_y,pred_z,gt_x,gt_y,gt_z
131,5.962,Cell type 1_21100011,269,259.157,340.295,50.374,261.0,341.0,56.0
131,6.0085,Cell type 1_20110101,470,367.386,147.959,169.362,367.0,150.0,175.0
131,6.0938,Cell type 1_101111101,165,181.331,199.15,176.003,182.0,200.0,182.0
131,6.1077,Cell type 1_21111000,296,400.064,359.156,50.0238,401.0,360.0,56.0
131,6.1915,Cell type 1_21101000,41,172.114,350.406,84.8229,172.0,350.0,91.0
131,6.2085,Cell type 1_1011110011,396,198.464,155.045,71.0608,200.0,156.0,77.0
131,6.2932,Cell type 1_311110,665,554.649,334.425,119.731,555.0,334.0,126.0
131,6.2953,Cell type 1_210110101,123,259.714,367.046,91.8376,261.0,367.0,98.0
131,6.2981,Cell type 1_310000,674,477.577,167.709,52.8941,479.0,173.0,56.0
131,6.3206,Cell type 1_210100111,561,400.835,357.055,127.1,402.0,359.0,133.0
131,6.3361,Cell type 1_21001100,303,489.31,352.084,63.7381,489.0,353.0,70.0
131,6.3693,Cell type 1_21000101,356,329.409,409.282,133.699,330.0,410.0,140.0
131,6.3796,Cell type 1_2110011,53,148.758,285.113,77.687,149.0,286.0,84.0
131,6.3813,Cell type 1_2110111,262,186.146,384.047,77.7483,187.0,385.0,84.0
131,6.4148,Cell type 1_101111000,452,228.253,116.119,126.63,229.0,116.0,133.0
131,6.5025,Cell type 1_2101101100,119,240.17,394.473,105.517,240.0,394.0,112.0
131,6.5191,Cell type 1_31010110,696,582.441,200.027,112.569,582.0,201.0,119.0
131,6.5515,Cell type 1_311010101,246,408.22,193.62,49.5062,409.0,194.0,56.0
131,6.5869,Cell type 1_2110010,56,195.415,251.628,84.4497,196.0,252.0,91.0
131,6.614,Cell type 1_31011011,442,548.243,136.611,119.441,549.0,137.0,126.0
131,6.6417,Cell type 1_400011,80,206.986,310.257,140.4,207.0,311.0,147.0
131,6.6421,Cell type 1_2101101111,92,239.629,307.076,175.433,240.0,308.0,182.0
131,6.6607,Cell type 1_2110110,265,227.604,366.964,56.4323,228.0,368.0,63.0
131,6.6863,Cell type 1_3001,720,402.884,286.307,145.113,403.0,282.0,140.0
131,6.8869,Cell type 1_2011011,597,324.831,157.826,105.216,325.0,159.0,112.0
131,6.9116,Cell type 1_10111100101,392,244.201,121.111,84.1925,245.0,122.0,91.0
131,6.916,Cell type 1_21011010010,340,299.894,401.209,168.088,300.0,401.0,175.0
131,6.9795,Cell type 1_2010010,459,318.304,99.1778,98.1041,319.0,100.0,105.0
131,7.0483,Cell type 1_20110001,183,306.382,126.949,160.979,307.0,127.0,168.0
131,7.1082,Cell type 1_21111111,126,326.847,384.324,84.0186,328.0,385.0,91.0
131,7.1234,Cell type 1_3101100,430,551.913,164.802,90.8799,552.0,165.0,98.0
131,7.2548,Cell type 1_2011110,477,435.298,163.021,175.016,437.0,164.0,182.0
131,7.2734,Cell type 1_311010111,219,291.074,201.326,48.9222,291.0,203.0,56.0
131,7.3155,Cell type 1_1111010,212,176.336,229.09,55.7153,177.0,229.0,63.0
131,7.4277,Cell type 1_20101101,423,436.1,127.452,62.5932,436.0,128.0,70.0
131,7.4306,Cell type 1_3010,708,493.81,311.537,132.992,494.0,314.0,140.0
131,7.4501,Cell type 1_2010000,411,385.677,107.813,90.6522,386.0,109.0,98.0
131,7.5139,Cell type 1_2100000001,374,504.817,403.404,146.512,505.0,404.0,154.0
131,7.5424,Cell type 1_21001001,657,533.898,321.103,160.459,534.0,321.0,168.0
131,7.5663,Cell type 1_111000,25,184.646,172.411,111.465,185.0,173.0,119.0
131,7.7423,Cell type 1_3100011,677,540.23,231.414,57.8709,546.0,232.0,63.0
131,7.858,Cell type 1_2100111110,592,269.18,172.885,123.091,263.0,169.0,126.0
131,8.1342,Cell type 1_11101,29,180.378,210.899,83.0298,182.0,211.0,91.0
131,8.3023,Cell type 1_2011111,474,387.474,178.722,167.281,390.0,177.0,175.0
131,8.345,Cell type 1_200000,483,380.257,114.209,146.038,382.0,116.0,154.0
131,8.4741,Cell type 1_3000100,584,396.742,228.322,152.557,397.0,229.0,161.0
131,8.533,Cell type 1_200111,637,511.442,208.122,104.079,514.0,210.0,112.0
131,8.5749,Cell type 1_20101110,404,304.584,133.916,68.5041,305.0,135.0,77.0
131,8.5764,Cell type 1_2100000000,366,475.468,395.421,117.456,475.0,396.0,126.0
131,8.6777,Cell type 1_100100,134,124.187,226.685,131.33,124.0,227.0,140.0
131,8.7453,Cell type 1_21000100,359,378.46,409.469,138.284,379.0,409.0,147.0
131,9.127,Cell type 1_111100,215,249.064,211.591,46.9826,249.0,213.0,56.0
131,9.2099,Cell type 1_20011001,250,432.829,197.286,67.8194,433.0,198.0,77.0
131,9.4519,Cell type 1_3101110,689,543.71,195.92,165.767,542.0,197.0,175.0
131,9.5022,Cell type 1_20101100,420,385.869,133.279,60.5261,386.0,134.0,70.0
131,9.5246,Cell type 1_21011111,335,352.826,426.0,109.477,353.0,426.0,119.0
131,9.5275,Cell type 1_20011000,253,499.641,212.843,74.5712,501.0,213.0,84.0
131,9.6758,Cell type 1_2010101,427,472.663,117.389,74.3494,473.0,118.0,84.0
131,9.7627,Cell type 1_210010001,318,547.647,384.923,137.244,548.0,385.0,147.0
131,10.1065,Cell type 1_21010100,228,321.805,291.931,52.9521,322.0,293.0,63.0
131,10.211,Cell type 1_10111100100,389,187.902,135.08,115.831,188.0,136.0,126.0
131,10.4128,Cell type 1_41110,532,308.113,314.803,157.164,315.0,308.0,161.0
131,10.4898,Cell type 1_21011001,543,233.258,343.047,122.58,234.0,344.0,133.0
131,11.2016,Cell type 1_311100,630,495.485,307.891,103.962,502.0,301.0,98.0
131,11.2361,Cell type 1_210011110,231,371.62,285.963,54.5141,382.0,290.0,56.0
131,11.4171,Cell type 1_21010001,347,375.866,382.595,167.535,375.0,374.0,175.0
131,11.9945,Cell type 1_21100010,48,233.864,309.317,67.2876,234.0,321.0,70.0
131,13.0029,Cell type 1_3011,705,461.68,338.859,147.156,451.0,336.0,154.0
131,13.7128,Cell type 1_41111,535,367.331,317.3,153.764,364.0,304.0,154.0
132,0.3188,Cell type 1_101111010,399,268.021,152.848,76.7206,268.0,153.0,77.0
132,0.9252,Cell type 1_1011100,141,169.745,180.705,146.161,170.0,181.0,147.0
132,0.9879,Cell type 1_211110100,204,272.5,275.332,55.4711,273.0,276.0,56.0
132,1.1435,Cell type 1_21010010,558,359.612,345.718,131.962,360.0,346.0,133.0
132,1.1822,Cell type 1_310000,674,478.387,175.208,54.9025,478.0,175.0,56.0
132,1.2493,Cell type 1_11111001,156,233.858,233.011,174.25,234.0,234.0,175.0
132,1.3595,Cell type 1_210011101,622,386.848,211.918,90.2827,388.0,212.0,91.0
132,1.411,Cell type 1_210111010,325,225.785,404.941,139.285,227.0,405.0,140.0
132,1.5408,Cell type 1_410,538,390.978,293.468,168.163,391.0,295.0,168.0
132,1.5422,Cell type 1_20110010,190,315.534,125.555,133.177,317.0,126.0,133.0
132,1.551,Cell type 1_20110011,187,264.669,127.084,138.793,265.0,128.0,140.0
132,1.5776,Cell type 1_2111110,287,398.666,384.252,83.6131,400.0,385.0,84.0
132,1.7688,Cell type 1_21111110,284,353.47,398.792,68.3253,354.0,399.0,70.0
132,1.8388,Cell type 1_1000,149,148.552,254.007,166.246,148.0,254.0,168.0
132,1.8788,Cell type 1_11111011,159,276.732,217.569,166.191,277.0,218.0,168.0
132,1.986,Cell type 1_40100,517,160.578,259.927,117.383,161.0,261.0,119.0
132,1.9913,Cell type 1_400011,80,202.435,312.027,141.643,203.0,313.0,140.0
132,1.9975,Cell type 1_100101,137,161.41,217.385,152.959,163.0,218.0,154.0
132,2.0983,Cell type 1_20110001,183,304.295,125.993,160.306,306.0,127.0,161.0
132,2.3293,Cell type 1_311110,665,555.188,333.653,116.772,555.0,333.0,119.0
132,2.3428,Cell type 1_200011,493,517.406,168.776,144.827,517.0,168.0,147.0
132,2.3902,Cell type 1_2101101101,116,185.836,374.269,103.833,187.0,376.0,105.0
132,2.4011,Cell type 1_2010011,462,365.731,100.534,116.66,366.0,101.0,119.0
132,2.4774,Cell type 1_40110,527,303.684,275.56,124.009,304.0,277.0,126.0
132,2.5471,Cell type 1_211100,277,239.608,404.298,74.5831,240.0,405.0,77.0
132,2.6374,Cell type 1_21001011,311,497.823,399.885,88.6426,499.0,400.0,91.0
132,2.6768,Cell type 1_11111000,152,209.341,261.289,165.442,209.0,262.0,168.0
132,2.6905,Cell type 1_20110101,470,361.889,151.415,167.48,364.0,153.0,168.0
132,2.7906,Cell type 1_2101011,615,377.288,290.252,96.247,376.0,292.0,98.0
132,2.7933,Cell type 1_2101101100,119,242.304,404.891,109.297,243.0,405.0,112.0
132,2.8873,Cell type 1_3101000,505,481.89,168.509,180.096,484.0,168.0,182.0
132,2.9541,Cell type 1_40011,88,197.559,316.007,172.253,198.0,317.0,175.0
132,2.9868,Cell type 1_400101,85,160.773,336.158,158.026,161.0,336.0,161.0
132,2.996,Cell type 1_21111111,126,325.34,388.251,88.0884,326.0,388.0,91.0
132,2.9981,Cell type 1_311010110,222,339.814,168.52,67.2886,341.0,169.0,70.0
132,3.04,Cell type 1_40111,524,246.373,270.516,130.065,247.0,271.0,133.0
132,3.0805,Cell type 1_100100,134,124.134,225.2,130.154,125.0,226.0,133.0
132,3.0821,Cell type 1_3101010,684,607.674,303.039,109.389,609.0,304.0,112.0
132,3.2067,Cell type 1_20011000,253,502.045,216.806,74.0242,502.0,218.0,77.0
132,3.256,Cell type 1_2101101000,343,336.684,369.645,172.043,338.0,370.0,175.0
132,3.2793,Cell type 1_20110100,467,343.69,110.468,157.779,344.0,111.0,161.0
132,3.389,Cell type 1_101111000,452,234.087,115.886,122.614,234.0,116.0,126.0
132,3.3969,Cell type 1_20011001,250,431.806,198.154,66.6121,432.0,198.0,70.0
132,3.4086,Cell type 1_20010,435,459.845,104.159,115.797,461.0,104.0,119.0
132,3.4239,Cell type 1_400000,101,185.883,355.163,129.682,186.0,356.0,133.0
132,3.4266,Cell type 1_20110000,180,238.364,128.764,157.868,239.0,130.0,161.0
132,3.4538,Cell type 1_31010111,699,599.377,259.451,122.611,599.0,260.0,126.0
132,3.7113,Cell type 1_21001100,303,492.117,356.237,66.2981,492.0,356.0,70.0
132,3.7392,Cell type 1_211101,280,307.825,393.834,59.4541,309.0,394.0,63.0
132,3.7943,Cell type 1_3110110,627,424.718,300.474,96.8614,428.0,302.0,98.0
132,3.8355,Cell type 1_2011100,501,533.922,146.132,157.651,534.0,148.0,161.0
132,3.9052,Cell type 1_21011010010,340,300.354,393.265,171.181,300.0,394.0,175.0
132,3.9278,Cell type 1_210010001,318,548.069,384.248,136.259,549.0,385.0,140.0
132,3.9313,Cell type 1_200010,490,457.733,155.183,136.283,459.0,155.0,140.0
132,3.9934,Cell type 1_311001,652,570.137,331.025,73.009,570.0,331.0,77.0
132,4.0008,Cell type 1_40101,520,239.47,285.263,94.1035,240.0,286.0,98.0
132,4.0045,Cell type 1_101111111,175,318.85,179.001,164.125,319.0,180.0,168.0
132,4.0137,Cell type 1_31101111,648,546.316,308.009,66.045,547.0,308.0,70.0
132,4.0817,Cell type 1_210010000,315,521.304,400.635,107.946,521.0,401.0,112.0
132,4.0935,Cell type 1_2100001,371,430.248,414.675,149.927,430.0,415.0,154.0
132,4.1216,Cell type 1_2011110,477,431.521,165.788,177.917,431.0,166.0,182.0
132,4.1474,Cell type 1_211110110,60,227.67,236.206,72.9427,228.0,237.0,77.0
132,4.185,Cell type 1_111000,25,186.632,174.674,107.844,187.0,175.0,112.0
132,4.2732,Cell type 1_2001101,634,432.183,183.458,95.0851,434.0,186.0,98.0
132,4.3009,Cell type 1_211110111,63,277.151,221.072,72.8031,277.0,222.0,77.0
132,4.3151,Cell type 1_2011111,474,385.56,178.873,171.027,387.0,178.0,175.0
132,4.3307,Cell type 1_20101100,420,386.461,134.132,59.0461,388.0,135.0,63.0
132,4.3626,Cell type 1_1011101,144,211.15,156.985,156.721,212.0,157.0,161.0
132,4.4118,Cell type 1_2011011,597,324.022,156.476,107.73,325.0,157.0,112.0
132,4.4443,Cell type 1_2011101,498,476.954,126.231,163.623,477.0,127.0,168.0
132,4.4838,Cell type 1_41110,532,310.229,305.9,156.882,312.0,306.0,161.0
132,4.4977,Cell type 1_101111110,172,260.015,163.683,178.145,260.0,166.0,182.0
132,4.5294,Cell type 1_3101111,445,574.184,173.802,142.546,574.0,173.0,147.0
132,4.5863,Cell type 1_21101000,41,168.058,354.832,88.3118,170.0,358.0,91.0
132,4.6226,Cell type 1_111001,22,150.351,198.453,114.456,151.0,199.0,119.0
132,4.6414,Cell type 1_21011000,550,304.973,352.052,121.574,306.0,353.0,126.0
132,4.682,Cell type 1_311010100,243,363.138,197.005,51.32,363.0,197.0,56.0
132,4.7267,Cell type 1_20101110,404,303.116,135.741,65.3639,304.0,136.0,70.0
132,4.7281,Cell type 1_21011111,335,355.795,421.559,114.297,356.0,422.0,119.0
132,4.7323,Cell type 1_200111,637,511.442,208.122,104.079,516.0,209.0,105.0
132,4.8907,Cell type 1_101111011,455,288.378,101.289,107.176,288.0,102.0,112.0
132,4.9618,Cell type 1_210100110,350,424.575,362.765,170.062,425.0,363.0,175.0
132,5.006,Cell type 1_311111,668,589.471,297.335,156.245,591.0,297.0,161.0
132,5.0176,Cell type 1_31011011,442,549.307,136.953,121.142,550.0,138.0,126.0
132,5.1523,Cell type 1_3000100,584,398.608,229.311,148.909,399.0,230.0,154.0
132,5.2331,Cell type 1_110011,10,116.007,234.033,106.857,116.0,235.0,112.0
132,5.2515,Cell type 1_2010001,414,418.539,115.107,99.8456,419.0,116.0,105.0
132,5.2585,Cell type 1_21000001,381,504.143,373.492,176.768,504.0,374.0,182.0
132,5.4758,Cell type 1_210011110,231,387.886,300.575,50.6696,389.0,300.0,56.0
132,5.514,Cell type 1_210110101,123,259.821,377.76,92.4941,260.0,378.0,98.0
132,5.5173,Cell type 1_3000101,587,432.871,225.481,170.093,433.0,228.0,175.0
132,5.5272,Cell type 1_21000100,359,381.771,407.067,141.478,382.0,407.0,147.0
132,5.5691,Cell type 1_31101110,645,499.285,277.022,50.477,500.0,277.0,56.0
132,5.5708,Cell type 1_2010101,427,473.436,116.883,71.4591,474.0,117.0,77.0
132,5.6421,Cell type 1_1111110,568,198.45,222.894,127.576,200.0,223.0,133.0
132,5.6553,Cell type 1_400001,104,230.507,351.673,162.377,230.0,352.0,168.0
132,5.6615,Cell type 1_210011100,606,399.593,176.14,127.584,401.0,177.0,133.0
132,5.7296,Cell type 1_21010101,612,298.209,294.489,92.7715,300.0,296.0,98.0
132,5.7419,Cell type 1_21111000,296,402.92,367.002,50.3461,403.0,368.0,56.0
132,5.7454,Cell type 1_2100000000,366,471.532,393.691,120.282,472.0,394.0,126.0
132,5.8016,Cell type 1_311010111,219,294.065,203.058,50.3523,295.0,204.0,56.0
132,5.8018,Cell type 1_3010,708,496.726,312.375,131.778,496.0,318.0,133.0
132,5.8041,Cell type 1_211110101,207,341.399,247.647,50.2379,342.0,248.0,56.0
132,5.9832,Cell type 1_210111000,111,281.367,350.156,155.088,281.0,351.0,161.0
132,5.9906,Cell type 1_21111001,293,349.911,353.46,50.134,351.0,354.0,56.0
132,6.0446,Cell type 1_20101111,407,350.383,128.376,71.0194,351.0,129.0,77.0
132,6.0608,Cell type 1_21001010,308,436.488,412.789,84.9646,437.0,413.0,91.0
132,6.1215,Cell type 1_2010010,459,316.332,100.754,91.92,317.0,101.0,98.0
132,6.1602,Cell type 1_2100000001,374,501.759,402.51,148.153,503.0,404.0,154.0
132,6.188,Cell type 1_1101,70,115.587,269.251,134.751,116.0,266.0,140.0
132,6.1884,Cell type 1_21001101,300,438.524,346.018,56.8339,438.0,346.0,63.0
132,6.2139,Cell type 1_31101001,235,414.902,277.422,63.9113,416.0,278.0,70.0
132,6.384,Cell type 1_2110110,265,226.113,364.046,56.6781,227.0,364.0,63.0
132,6.4104,Cell type 1_21100011,269,262.991,346.104,49.9788,265.0,347.0,56.0
132,6.4264,Cell type 1_200000,483,381.604,116.955,147.586,382.0,117.0,154.0
132,6.5352,Cell type 1_210111011,328,271.852,419.51,134.294,275.0,420.0,140.0
132,6.5519,Cell type 1_400100,73,141.718,298.701,154.461,142.0,299.0,161.0
132,6.5786,Cell type 1_1111010,212,185.57,231.075,56.501,186.0,232.0,63.0
132,6.6387,Cell type 1_31001,681,585.365,259.024,84.4642,586.0,260.0,91.0
132,6.7421,Cell type 1_1010,45,194.35,321.997,84.4629,196.0,322.0,91.0
132,6.8053,Cell type 1_2101101111,92,237.661,298.635,175.213,238.0,299.0,182.0
132,6.8139,Cell type 1_400010,77,133.639,320.437,119.219,134.0,321.0,126.0
132,6.9536,Cell type 1_2110000,272,307.046,330.078,63.3906,309.0,331.0,70.0
132,7.0354,Cell type 1_10111100101,392,243.267,123.4,84.0287,244.0,124.0,91.0
132,7.5074,Cell type 1_21000101,356,333.341,413.585,139.69,335.0,414.0,147.0
132,7.5117,Cell type 1_210000001,378,456.714,385.294,167.605,458.0,385.0,175.0
132,7.5179,Cell type 1_210100111,561,402.237,357.341,125.55,403.0,358.0,133.0
132,7.5858,Cell type 1_2110010,56,199.301,259.252,83.6515,200.0,261.0,91.0
132,7.6932,Cell type 1_3101110,689,539.552,195.818,167.322,540.0,196.0,175.0
132,7.7494,Cell type 1_311000,653,571.058,359.963,97.5699,573.0,361.0,105.0
132,7.7591,Cell type 1_101111101,165,176.659,192.926,174.531,177.0,195.0,182.0
132,7.8292,Cell type 1_200001,486,440.65,126.025,153.259,440.0,127.0,161.0
132,7.843,Cell type 1_1111011,32,229.077,189.258,76.2469,230.0,190.0,84.0
132,7.8731,Cell type 1_3101100,430,550.397,163.766,90.1535,551.0,164.0,98.0
132,7.9739,Cell type 1_20101101,423,437.46,124.227,62.077,437.0,125.0,70.0
132,8.0247,Cell type 1_311010101,246,411.558,186.655,48.0216,411.0,186.0,56.0
132,8.2781,Cell type 1_2100111111,619,328.335,229.721,89.7802,329.0,229.0,98.0
132,8.3721,Cell type 1_3100011,677,540.23,231.414,57.8709,545.0,236.0,63.0
132,8.4179,Cell type 1_2110111,262,188.213,381.738,75.6172,188.0,381.0,84.0
132,8.565,Cell type 1_210010010,658,517.524,320.341,159.57,519.0,320.0,168.0
132,8.5791,Cell type 1_1011110011,396,200.219,153.71,68.4286,200.0,154.0,77.0
132,8.6089,Cell type 1_11101,29,186.473,216.855,82.4053,186.0,217.0,91.0
132,8.7563,Cell type 1_111100,215,251.931,215.428,47.328,253.0,216.0,56.0
132,8.7976,Cell type 1_21101001,38,134.464,311.608,68.3464,136.0,312.0,77.0
132,8.8137,Cell type 1_10111100100,389,190.302,133.999,110.214,191.0,134.0,119.0
132,8.894,Cell type 1_2010100,438,515.17,127.307,110.172,516.0,128.0,119.0
132,8.8971,Cell type 1_31010011,508,510.599,243.4,180.223,512.0,243.0,189.0
132,8.959,Cell type 1_2100011,363,410.056,418.858,117.092,411.0,419.0,126.0
132,8.986,Cell type 1_21010100,228,319.902,292.271,54.0442,320.0,293.0,63.0
132,9.1045,Cell type 1_31101000,238,472.716,285.509,74.937,472.0,286.0,84.0
132,9.3422,Cell type 1_41100,95,279.497,267.097,172.978,281.0,269.0,182.0
132,9.4164,Cell type 1_2010000,411,383.105,110.007,88.6262,384.0,110.0,98.0
132,9.5636,Cell type 1_11111010,574,289.372,220.901,130.507,289.0,222.0,140.0
132,9.6771,Cell type 1_31010110,696,579.713,196.744,109.409,580.0,198.0,119.0
132,9.8798,Cell type 1_110010,7,119.785,295.783,95.1538,119.0,296.0,105.0
132,9.941,Cell type 1_101111100,168,237.979,198.863,173.883,232.0,191.0,175.0
132,10.4179,Cell type 1_11000,14,120.203,259.461,73.6984,120.0,261.0,84.0
132,10.6359,Cell type 1_2110011,53,149.596,284.757,73.4538,149.0,286.0,84.0
132,10.7445,Cell type 1_210010011,661,544.693,313.804,157.489,546.0,312.0,168.0
132,10.9582,Cell type 1_21011001,543,237.409,344.582,122.15,238.0,346.0,133.0
132,11.4459,Cell type 1_3011,705,456.864,340.161,144.133,452.0,337.0,154.0
132,11.6472,Cell type 1_101101,197,175.101,283.717,58.5474,173.0,284.0,70.0
132,12.1656,Cell type 1_21101010,17,142.787,207.162,91.7294,152.0,209.0,84.0
132,12.5426,Cell type 1_2100111110,592,269.18,172.885,123.091,258.0,168.0,126.0
132,13.4125,Cell type 1_311100,630,496.125,301.418,106.472,505.0,296.0,98.0
132,13.5086,Cell type 1_41111,535,369.085,315.83,151.086,368.0,303.0,147.0
132,14.1842,Cell type 1_21011110,332,297.802,427.315,109.514,308.0,430.0,119.0
132,14.3634,Cell type 1_21010001,347,372.016,377.84,174.425,377.0,366.0,168.0
132,14.9857,Cell type 1_1011000,200,217.57,284.079,53.3523,229.0,285.0,63.0
132,15.9438,Cell type 1_3001,720,402.884,286.307,145.113,404.0,276.0,133.0
133,0.2551,Cell type 1_111001,22,148.148,198.973,111.794,148.0,199.0,112.0
133,0.8502,Cell type 1_21001010,308,442.247,413.019,84.8133,442.0,413.0,84.0
133,0.8883,Cell type 1_211110110,60,225.285,243.119,69.4865,226.0,243.0,70.0
133,0.8936,Cell type 1_31001,681,586.507,263.613,83.3631,587.0,264.0,84.0
133,1.03,Cell type 1_211110111,63,280.177,217.529,70.3222,281.0,217.0,70.0
133,1.1321,Cell type 1_311000,653,572.25,357.714,97.2017,573.0,358.0,98.0
133,1.1437,Cell type 1_2010011,462,364.228,104.86,113.112,364.0,105.0,112.0
133,1.2335,Cell type 1_400001,104,227.822,359.249,167.732,229.0,359.0,168.0
133,1.2393,Cell type 1_20110101,470,364.617,144.606,167.0,364.0,145.0,168.0
133,1.3157,Cell type 1_101111010,399,263.054,154.278,76.4388,264.0,155.0,77.0
133,1.3168,Cell type 1_3010,708,492.671,315.15,127.123,492.0,315.0,126.0
133,1.3278,Cell type 1_1011100,141,170.837,177.66,146.457,172.0,178.0,147.0
133,1.4333,Cell type 1_210110101,123,261.828,382.047,89.9433,262.0,383.0,91.0
133,1.4952,Cell type 1_21011010010,340,299.303,391.647,173.579,299.0,392.0,175.0
133,1.5254,Cell type 1_101111000,452,234.98,113.673,124.914,236.0,114.0,126.0
133,1.6646,Cell type 1_21111110,284,357.773,402.396,68.4655,358.0,403.0,70.0
133,1.7126,Cell type 1_21010010,558,354.633,340.715,131.929,355.0,342.0,133.0
133,1.8865,Cell type 1_3101000,505,482.022,171.188,180.123,482.0,171.0,182.0
133,1.8991,Cell type 1_110010,7,121.654,297.04,97.0655,123.0,298.0,98.0
133,1.9936,Cell type 1_211101,280,311.353,398.138,61.3229,312.0,399.0,63.0
133,2.0181,Cell type 1_2011100,501,533.372,146.424,159.102,533.0,147.0,161.0
133,2.0219,Cell type 1_3000101,587,433.69,226.472,168.193,435.0,228.0,168.0
133,2.0689,Cell type 1_31101111,648,547.707,309.802,67.9615,548.0,310.0,70.0
133,2.1113,Cell type 1_21001100,303,497.687,358.585,67.9537,498.0,359.0,70.0
133,2.1567,Cell type 1_400011,80,204.274,306.859,138.32,205.0,308.0,140.0
133,2.2981,Cell type 1_31010110,696,582.304,196.65,111.237,584.0,198.0,112.0
133,2.4355,Cell type 1_21011111,335,356.708,417.16,117.114,358.0,418.0,119.0
133,2.6325,Cell type 1_20110001,183,301.641,121.862,160.735,304.0,123.0,161.0
133,2.6354,Cell type 1_200011,493,517.632,168.246,144.402,518.0,168.0,147.0
133,2.7516,Cell type 1_20110011,187,264.378,126.954,137.32,265.0,127.0,140.0
133,2.8027,Cell type 1_20110000,180,235.351,131.397,158.341,236.0,132.0,161.0
133,2.828,Cell type 1_31010111,699,596.75,256.299,123.562,598.0,257.0,126.0
133,2.8906,Cell type 1_40100,517,163.359,265.676,116.2,164.0,266.0,119.0
133,2.8931,Cell type 1_2011110,477,428.385,163.777,175.19,431.0,165.0,175.0
133,2.915,Cell type 1_1111010,212,185.988,239.054,53.2428,186.0,240.0,56.0
133,2.9711,Cell type 1_11111000,152,205.28,260.238,165.22,206.0,261.0,168.0
133,3.1516,Cell type 1_100101,137,160.844,218.611,151.418,162.0,220.0,154.0
133,3.2273,Cell type 1_2100000001,374,503.556,404.083,144.442,504.0,406.0,147.0
133,3.2413,Cell type 1_21000101,356,331.64,408.611,144.122,333.0,408.0,147.0
133,3.2582,Cell type 1_41100,95,280.444,269.41,172.191,280.0,271.0,175.0
133,3.2589,Cell type 1_21010101,612,302.163,292.826,88.0774,303.0,294.0,91.0
133,3.366,Cell type 1_30010,720,409.888,274.157,129.757,409.0,274.0,133.0
133,3.3885,Cell type 1_111000,25,183.198,180.422,108.667,183.0,181.0,112.0
133,3.4391,Cell type 1_21111111,126,324.063,392.596,88.1871,326.0,393.0,91.0
133,3.5164,Cell type 1_210011100,606,396.092,177.624,129.505,396.0,178.0,133.0
133,3.564,Cell type 1_400010,77,137.691,320.686,122.7,139.0,321.0,126.0
133,3.5825,Cell type 1_11111001,156,232.915,235.371,171.606,234.0,235.0,175.0
133,3.588,Cell type 1_2100111111,619,329.304,230.464,87.833,330.0,232.0,91.0
133,3.6014,Cell type 1_3011,705,443.804,334.875,144.283,446.0,334.0,147.0
133,3.7441,Cell type 1_210111011,328,274.447,419.298,136.309,275.0,419.0,140.0
133,3.8727,Cell type 1_2100001,371,432.498,413.16,150.253,433.0,414.0,154.0
133,3.8942,Cell type 1_2011011,597,323.251,156.104,108.682,324.0,158.0,112.0
133,3.8955,Cell type 1_210100111,561,397.97,354.504,122.276,399.0,355.0,126.0
133,3.8972,Cell type 1_2010001,414,420.829,120.375,101.157,421.0,121.0,105.0
133,3.9096,Cell type 1_100100,134,122.95,227.514,129.121,123.0,228.0,133.0
133,3.96,Cell type 1_2010100,438,515.506,127.438,108.376,517.0,128.0,112.0
133,3.9637,Cell type 1_1000,149,146.852,249.486,164.069,147.0,249.0,168.0
133,4.005,Cell type 1_31101000,238,474.169,289.631,73.3291,475.0,291.0,77.0
133,4.0675,Cell type 1_11111011,159,275.218,215.851,164.122,274.0,216.0,168.0
133,4.1498,Cell type 1_211110101,207,341.083,246.863,51.8533,341.0,247.0,56.0
133,4.2226,Cell type 1_20110100,467,340.181,111.85,157.367,342.0,113.0,161.0
133,4.2412,Cell type 1_101111110,172,262.018,166.449,177.911,263.0,167.0,182.0
133,4.3252,Cell type 1_101111011,455,289.047,101.257,107.847,290.0,102.0,112.0
133,4.3571,Cell type 1_1011111110,603,346.329,193.934,136.223,347.0,196.0,140.0
133,4.4113,Cell type 1_210000001,378,459.991,386.238,170.655,460.0,387.0,175.0
133,4.4474,Cell type 1_20110010,190,315.379,116.045,135.701,316.0,117.0,140.0
133,4.493,Cell type 1_110011,10,116.232,235.3,107.523,116.0,235.0,112.0
133,4.513,Cell type 1_310000,674,475.971,176.092,51.5794,476.0,177.0,56.0
133,4.5218,Cell type 1_2110010,56,199.712,268.207,79.7387,201.0,269.0,84.0
133,4.5278,Cell type 1_2010101,427,475.569,117.432,72.5287,476.0,118.0,77.0
133,4.5395,Cell type 1_2010000,411,381.396,118.023,86.6082,382.0,119.0,91.0
133,4.6505,Cell type 1_21010100,228,315.509,295.77,51.601,317.0,296.0,56.0
133,4.679,Cell type 1_3101111,445,569.901,173.378,143.45,573.0,174.0,140.0
133,4.707,Cell type 1_1011111111,175,314.165,182.03,165.449,318.0,183.0,168.0
133,4.7343,Cell type 1_21001101,300,440.985,348.505,58.4024,442.0,349.0,63.0
133,4.7702,Cell type 1_2101101000,343,336.054,369.66,170.856,338.0,371.0,175.0
133,4.8415,Cell type 1_311010110,222,337.863,169.868,65.4321,339.0,171.0,70.0
